fips,countyName,date,cases,deaths,cases7dayavg,deaths7dayavg,casesper100K,deathsper100K
12015,Charlotte,2020-03-15,1,0,0,0,0,0
12017,Citrus,2020-03-15,1,0,0,0,0,0
12019,Clay,2020-03-15,3,0,0,0,0,0
12021,Collier,2020-03-15,5,0,0,0,0,0
12031,Duval,2020-03-15,4,0,0,0,0,0
12057,Hillsborough,2020-03-15,6,0,0.571428571428571,0,0.0388207197050868,0
12071,Lee,2020-03-15,5,2,0.428571428571429,0.142857142857143,0.0556169504892345,0.0185389834964115
12081,Manatee,2020-03-15,4,0,0.285714285714286,0,0.070852364573676,0
12086,Miami-Dade,2020-03-15,13,0,0,0,0,0
12089,Nassau,2020-03-15,1,0,0,0,0,0
12091,Okaloosa,2020-03-15,1,0,0,0,0,0
12095,Orange,2020-03-15,2,0,0,0,0,0
12097,Osceola,2020-03-15,1,0,0,0,0,0
12099,Palm Beach,2020-03-15,5,0,0,0,0,0
12101,Pasco,2020-03-15,2,0,0,0,0,0
12103,Pinellas,2020-03-15,2,0,0,0,0,0
12109,St. Johns,2020-03-15,2,0,0,0,0,0
12113,Santa Rosa,2020-03-15,1,1,0,0,0,0
12115,Sarasota,2020-03-15,2,0,0,0,0,0
12117,Seminole,2020-03-15,1,0,0,0,0,0
12127,Volusia,2020-03-15,5,0,0.571428571428571,0,0.103279431797878,0
13015,Bartow,2020-03-15,9,0,0,0,0,0
13049,Charlton,2020-03-15,1,0,0,0,0,0
13057,Cherokee,2020-03-15,4,0,0.428571428571429,0,0.165616748490541,0
13059,Clarke,2020-03-15,2,0,0,0,0,0
13063,Clayton,2020-03-15,2,0,0,0,0,0
13067,Cobb,2020-03-15,19,1,2.28571428571429,0.142857142857143,0.300696092661004,0.0187935057913128
13077,Coweta,2020-03-15,2,0,0,0,0,0
13089,DeKalb,2020-03-15,10,0,0,0,0,0
13095,Dougherty,2020-03-15,6,0,0,0,0,0
13113,Fayette,2020-03-15,5,0,0,0,0,0
13115,Floyd,2020-03-15,4,0,0,0,0,0
13121,Fulton,2020-03-15,20,0,2.14285714285714,0,0.201408273502768,0
13129,Gordon,2020-03-15,2,0,0,0,0,0
13135,Gwinnett,2020-03-15,4,0,0.428571428571429,0,0.0457753194735838,0
13151,Henry,2020-03-15,1,0,0,0,0,0
13177,Lee,2020-03-15,2,0,0,0,0,0
13185,Lowndes,2020-03-15,2,0,0,0,0,0
13217,Newton,2020-03-15,1,0,0,0,0,0
13233,Polk,2020-03-15,1,0,0,0,0,0
15003,Honolulu,2020-03-15,4,0,0.285714285714286,0,0.0293171694097032,0
15007,Kauai,2020-03-15,2,0,0,0,0,0
15009,Maui,2020-03-15,1,0,0,0,0,0
16001,Ada,2020-03-15,2,0,0,0,0,0
16013,Blaine,2020-03-15,2,0,0,0,0,0
16081,Teton,2020-03-15,1,0,0,0,0,0
17027,Clinton,2020-03-15,1,0,0,0,0,0
17031,Cook,2020-03-15,76,0,9.85714285714286,0,0.191392173075332,0
17035,Cumberland,2020-03-15,1,0,0,0,0,0
17043,DuPage,2020-03-15,1,0,0,0,0,0
17089,Kane,2020-03-15,3,0,0,0,0,0
17097,Lake,2020-03-15,3,0,0,0,0,0
17111,McHenry,2020-03-15,2,0,0,0,0,0
17163,St. Clair,2020-03-15,2,0,0,0,0,0
17167,Sangamon,2020-03-15,2,0,0,0,0,0
17195,Whiteside,2020-03-15,1,0,0,0,0,0
17201,Winnebago,2020-03-15,1,0,0,0,0,0
17203,Woodford,2020-03-15,1,0,0,0,0,0
18001,Adams,2020-03-15,1,0,0,0,0,0
18011,Boone,2020-03-15,1,0,0,0,0,0
18057,Hamilton,2020-03-15,1,0,0,0,0,0
18063,Hendricks,2020-03-15,2,0,0.142857142857143,0,0.0838801620900252,0
18067,Howard,2020-03-15,1,0,0,0,0,0
18081,Johnson,2020-03-15,3,0,0,0,0,0
18091,LaPorte,2020-03-15,1,0,0,0,0,0
18097,Marion,2020-03-15,6,0,0.714285714285714,0,0.0740513211199996,0
18113,Noble,2020-03-15,1,0,0,0,0,0
18141,St. Joseph,2020-03-15,1,0,0,0,0,0
18179,Wells,2020-03-15,1,0,0,0,0,0
19005,Allamakee,2020-03-15,2,0,0,0,0,0
19027,Carroll,2020-03-15,1,0,0,0,0,0
19049,Dallas,2020-03-15,1,0,0,0,0,0
19085,Harrison,2020-03-15,1,0,0,0,0,0
19103,Johnson,2020-03-15,15,0,1.71428571428571,0,1.1342369420972,0
19153,Polk,2020-03-15,1,0,0,0,0,0
19155,Pottawattamie,2020-03-15,1,0,0,0,0,0
20015,Butler,2020-03-15,1,0,0,0,0,0
20059,Franklin,2020-03-15,1,0,0,0,0,0
20091,Johnson,2020-03-15,6,0,0.714285714285714,0,0.118573128910097,0
20209,Wyandotte,2020-03-15,1,1,0,0,0,0
21017,Bourbon,2020-03-15,1,0,0,0,0,0
21049,Clark,2020-03-15,1,0,0,0,0,0
21067,Fayette,2020-03-15,5,0,0.428571428571429,0,0.132622242341508,0
21097,Harrison,2020-03-15,6,0,0.714285714285714,0,3.78209104249557,0
21111,Jefferson,2020-03-15,6,0,0.714285714285714,0,0.0931567255709063,0
21173,Montgomery,2020-03-15,1,0,0,0,0,0
21179,Nelson,2020-03-15,1,0,0,0,0,0
22015,Bossier,2020-03-15,1,0,0,0,0,0
22017,Caddo,2020-03-15,2,0,0,0,0,0
22051,Jefferson,2020-03-15,14,0,0,0,0,0
22057,Lafourche,2020-03-15,1,0,0,0,0,0
22071,Orleans,2020-03-15,75,2,0,0,0,0
22087,St. Bernard,2020-03-15,1,0,0,0,0,0
22089,St. Charles,2020-03-15,2,0,0,0,0,0
22095,St. John the Baptist,2020-03-15,1,0,0,0,0,0
22103,St. Tammany,2020-03-15,4,0,0,0,0,0
22109,Terrebonne,2020-03-15,2,0,0,0,0,0
23001,Androscoggin,2020-03-15,1,0,0,0,0,0
23005,Cumberland,2020-03-15,10,0,0,0,0,0
23015,Lincoln,2020-03-15,1,0,0,0,0,0
24003,Anne Arundel,2020-03-15,2,0,0,0,0,0
24005,Baltimore,2020-03-15,3,0,0,0,0,0
24013,Carroll,2020-03-15,1,0,0,0,0,0
24017,Charles,2020-03-15,1,0,0,0,0,0
24025,Harford,2020-03-15,2,0,0.142857142857143,0,0.0559256904166296,0
24027,Howard,2020-03-15,1,0,0,0,0,0
24031,Montgomery,2020-03-15,12,0,1.14285714285714,0,0.108772265682785,0
24033,Prince George's,2020-03-15,9,0,0,0,0,0
24510,Baltimore city,2020-03-15,1,0,0,0,0,0
25001,Barnstable,2020-03-15,1,0,0,0,0,0
25003,Berkshire,2020-03-15,9,0,1.14285714285714,0,0.914695497868759,0
25005,Bristol,2020-03-15,1,0,0,0,0,0
25009,Essex,2020-03-15,6,0,0,0,0,0
25013,Hampden,2020-03-15,1,0,0,0,0,0
25017,Middlesex,2020-03-15,75,0,9.28571428571429,0,0.576144446681067,0
25021,Norfolk,2020-03-15,31,0,3.42857142857143,0,0.485100835283001,0
25023,Plymouth,2020-03-15,3,0,0,0,0,0
25025,Suffolk,2020-03-15,31,0,3.14285714285714,0,0.390947851288413,0
25027,Worcester,2020-03-15,6,0,0.714285714285714,0,0.0859940760400898,0
26017,Bay,2020-03-15,1,0,0,0,0,0
26029,Charlevoix,2020-03-15,1,0,0,0,0,0
26065,Ingham,2020-03-15,1,0,0,0,0,0
26081,Kent,2020-03-15,5,0,0,0,0,0
26089,Leelanau,2020-03-15,1,0,0,0,0,0
26099,Macomb,2020-03-15,5,0,0,0,0,0
26115,Monroe,2020-03-15,1,0,0,0,0,0
26117,Montcalm,2020-03-15,1,0,0,0,0,0
26125,Oakland,2020-03-15,14,0,0,0,0,0
26139,Ottawa,2020-03-15,1,0,0,0,0,0
26147,St. Clair,2020-03-15,2,0,0,0,0,0
26161,Washtenaw,2020-03-15,7,0,0,0,0,0
26163,Wayne,2020-03-15,13,0,0,0,0,0
27003,Anoka,2020-03-15,2,0,0,0,0,0
27019,Carver,2020-03-15,1,0,0,0,0,0
27037,Dakota,2020-03-15,3,0,0,0,0,0
27053,Hennepin,2020-03-15,12,0,0,0,0,0
27109,Olmsted,2020-03-15,2,0,0,0,0,0
27123,Ramsey,2020-03-15,8,0,1,0,0.18171212801256,0
27129,Renville,2020-03-15,1,0,0,0,0,0
27145,Stearns,2020-03-15,3,0,0,0,0,0
27161,Waseca,2020-03-15,1,0,0,0,0,0
27163,Washington,2020-03-15,1,0,0,0,0,0
27171,Wright,2020-03-15,1,0,0,0,0,0
28029,Copiah,2020-03-15,2,0,0,0,0,0
28035,Forrest,2020-03-15,3,0,0,0,0,0
28049,Hinds,2020-03-15,2,0,0,0,0,0
28083,Leflore,2020-03-15,1,0,0,0,0,0
28109,Pearl River,2020-03-15,2,0,0,0,0,0
29077,Greene,2020-03-15,2,0,0,0,0,0
29083,Henry,2020-03-15,1,0,0,0,0,0
29189,St. Louis,2020-03-15,2,0,0.142857142857143,0,0.0143689825395309,0
30031,Gallatin,2020-03-15,1,0,0,0,0,0
30049,Lewis and Clark,2020-03-15,1,0,0,0,0,0
30063,Missoula,2020-03-15,2,0,0,0,0,0
30093,Silver Bow,2020-03-15,1,0,0,0,0,0
30111,Yellowstone,2020-03-15,1,0,0,0,0,0
31025,Cass,2020-03-15,1,0,0,0,0,0
31055,Douglas,2020-03-15,30,0,2,0,0.350062223560238,0
32003,Clark,2020-03-15,16,0,2,0,0.0882334126698769,0
32031,Washoe,2020-03-15,9,0,1,0,0.212080531219315,0
32510,Carson City,2020-03-15,1,0,0,0,0,0
33009,Grafton,2020-03-15,3,0,0,0,0,0
33011,Hillsborough,2020-03-15,1,0,0,0,0,0
33015,Rockingham,2020-03-15,9,0,1.14285714285714,0,0.368938513168568,0
34003,Bergen,2020-03-15,32,1,4,0.142857142857143,0.4290915488274,0.0153246981724071
34005,Burlington,2020-03-15,4,0,0,0,0,0
34007,Camden,2020-03-15,2,0,0.142857142857143,0,0.0282063815810072,0
34013,Essex,2020-03-15,11,0,0,0,0,0
34017,Hudson,2020-03-15,10,0,0,0,0,0
34021,Mercer,2020-03-15,1,0,0,0,0,0
34023,Middlesex,2020-03-15,9,0,0,0,0,0
34025,Monmouth,2020-03-15,11,1,0,0,0,0
34027,Morris,2020-03-15,6,0,0,0,0,0
34029,Ocean,2020-03-15,2,0,0,0,0,0
34031,Passaic,2020-03-15,5,0,0.571428571428571,0,0.113869861551329,0
34039,Union,2020-03-15,4,0,0,0,0,0
35001,Bernalillo,2020-03-15,10,0,0,0,0,0
35043,Sandoval,2020-03-15,2,0,0,0,0,0
35049,Santa Fe,2020-03-15,3,0,0,0,0,0
35053,Socorro,2020-03-15,2,0,0,0,0,0
36001,Albany,2020-03-15,11,0,0,0,0,0
36007,Broome,2020-03-15,1,0,0,0,0,0
36025,Delaware,2020-03-15,1,0,0,0,0,0
36027,Dutchess,2020-03-15,7,0,0,0,0,0
36029,Erie,2020-03-15,3,0,0,0,0,0
36039,Greene,2020-03-15,2,0,0,0,0,0
36043,Herkimer,2020-03-15,1,0,0,0,0,0
36055,Monroe,2020-03-15,2,0,0,0,0,0
36057,Montgomery,2020-03-15,1,0,0,0,0,0
36059,Nassau,2020-03-15,98,0,13.2857142857143,0,0.979105262027519,0
36071,Orange,2020-03-15,6,0,0,0,0,0
36079,Putnam,2020-03-15,2,0,0,0,0,0
36087,Rockland,2020-03-15,13,1,1.57142857142857,0.142857142857143,0.482345497063612,0.0438495906421466
36091,Saratoga,2020-03-15,3,0,0.142857142857143,0,0.0621488203221671,0
36093,Schenectady,2020-03-15,2,0,0,0,0,0
36103,Suffolk,2020-03-15,47,0,6.57142857142857,0,0.445037526821976,0
36107,Tioga,2020-03-15,1,0,0,0,0,0
36109,Tompkins,2020-03-15,1,0,0,0,0,0
36111,Ulster,2020-03-15,5,0,0.571428571428571,0,0.321799243932676,0
36119,Westchester,2020-03-15,195,0,16.2857142857143,0,1.68326752347937,0
37019,Brunswick,2020-03-15,1,0,0,0,0,0
37025,Cabarrus,2020-03-15,1,0,0,0,0,0
37037,Chatham,2020-03-15,1,0,0,0,0,0
37049,Craven,2020-03-15,1,0,0,0,0,0
37067,Forsyth,2020-03-15,2,0,0,0,0,0
37085,Harnett,2020-03-15,2,0,0,0,0,0
37101,Johnston,2020-03-15,2,0,0,0,0,0
37119,Mecklenburg,2020-03-15,4,0,0,0,0,0
37133,Onslow,2020-03-15,1,0,0,0,0,0
37183,Wake,2020-03-15,14,0,1.85714285714286,0,0.167045152433199,0
37189,Watauga,2020-03-15,1,0,0,0,0,0
37191,Wayne,2020-03-15,1,0,0,0,0,0
37195,Wilson,2020-03-15,1,0,0,0,0,0
38101,Ward,2020-03-15,1,0,0,0,0,0
39013,Belmont,2020-03-15,2,0,0,0,0,0
39017,Butler,2020-03-15,6,0,0,0,0,0
39035,Cuyahoga,2020-03-15,14,0,0,0,0,0
39049,Franklin,2020-03-15,3,0,0,0,0,0
39093,Lorain,2020-03-15,2,0,0,0,0,0
39095,Lucas,2020-03-15,1,0,0,0,0,0
39103,Medina,2020-03-15,1,0,0,0,0,0
39151,Stark,2020-03-15,3,0,0,0,0,0
39153,Summit,2020-03-15,2,0,0,0,0,0
39155,Trumbull,2020-03-15,2,0,0,0,0,0
39157,Tuscarawas,2020-03-15,1,0,0,0,0,0
40027,Cleveland,2020-03-15,1,0,0,0,0,0
40065,Jackson,2020-03-15,1,0,0,0,0,0
40071,Kay,2020-03-15,1,0,0,0,0,0
40109,Oklahoma,2020-03-15,1,0,0,0,0,0
40119,Payne,2020-03-15,1,0,0,0,0,0
40143,Tulsa,2020-03-15,3,0,0.285714285714286,0,0.0438513404477748,0
41005,Clackamas,2020-03-15,1,0,0,0,0,0
41017,Deschutes,2020-03-15,4,0,0,0,0,0
41019,Douglas,2020-03-15,1,0,0,0,0,0
41029,Jackson,2020-03-15,2,0,0,0,0,0
41035,Klamath,2020-03-15,1,0,0,0,0,0
41043,Linn,2020-03-15,10,0,0,0,0,0
41047,Marion,2020-03-15,2,0,0.142857142857143,0,0.041072383504345,0
41051,Multnomah,2020-03-15,1,1,0,0,0,0
41053,Polk,2020-03-15,1,0,0,0,0,0
41059,Umatilla,2020-03-15,2,0,0,0,0,0
41067,Washington,2020-03-15,13,0,0.714285714285714,0,0.118732581930231,0
41071,Yamhill,2020-03-15,1,0,0,0,0,0
42003,Allegheny,2020-03-15,3,0,0,0,0,0
42017,Bucks,2020-03-15,4,0,0,0,0,0
42029,Chester,2020-03-15,4,0,0,0,0,0
42041,Cumberland,2020-03-15,5,0,0,0,0,0
42045,Delaware,2020-03-15,7,0,0.857142857142857,0,0.151239063840277,0
42077,Lehigh,2020-03-15,1,0,0,0,0,0
42079,Luzerne,2020-03-15,1,0,0,0,0,0
42089,Monroe,2020-03-15,7,0,0,0,0,0
42091,Montgomery,2020-03-15,24,0,2.85714285714286,0,0.343855010096443,0
42095,Northampton,2020-03-15,1,0,0,0,0,0
42101,Philadelphia,2020-03-15,8,0,0,0,0,0
42103,Pike,2020-03-15,1,0,0,0,0,0
42125,Washington,2020-03-15,1,0,0,0,0,0
42127,Wayne,2020-03-15,1,0,0,0,0,0
45007,Anderson,2020-03-15,2,0,0,0,0,0
45013,Beaufort,2020-03-15,3,0,0,0,0,0
45019,Charleston,2020-03-15,1,0,0,0,0,0
45045,Greenville,2020-03-15,1,0,0,0,0,0
45051,Horry,2020-03-15,3,0,0,0,0,0
45055,Kershaw,2020-03-15,14,0,1.42857142857143,0,2.14658146169318,0
45057,Lancaster,2020-03-15,2,0,0,0,0,0
45063,Lexington,2020-03-15,1,0,0,0,0,0
45083,Spartanburg,2020-03-15,1,0,0,0,0,0
46005,Beadle,2020-03-15,1,0,0,0,0,0
46009,Bon Homme,2020-03-15,1,0,0,0,0,0
46023,Charles Mix,2020-03-15,1,0,0,0,0,0
46035,Davison,2020-03-15,2,1,0,0,0,0
46087,McCook,2020-03-15,1,0,0,0,0,0
46099,Minnehaha,2020-03-15,3,0,0,0,0,0
47013,Campbell,2020-03-15,1,0,0,0,0,0
47037,Davidson,2020-03-15,17,0,2.28571428571429,0,0.329285319143331,0
47065,Hamilton,2020-03-15,1,0,0,0,0,0
47089,Jefferson,2020-03-15,1,0,0,0,0,0
47093,Knox,2020-03-15,1,0,0,0,0,0
47149,Rutherford,2020-03-15,1,0,0,0,0,0
47157,Shelby,2020-03-15,2,0,0.142857142857143,0,0.0152435259982909,0
47163,Sullivan,2020-03-15,1,0,0,0,0,0
47187,Williamson,2020-03-15,14,0,1.85714285714286,0,0.778963666737772,0
48027,Bell,2020-03-15,1,0,0,0,0,0
48029,Bexar,2020-03-15,12,0,0.142857142857143,0,0.00713018680091192,0
48039,Brazoria,2020-03-15,2,0,0,0,0,0
48085,Collin,2020-03-15,8,0,0,0,0,0
48113,Dallas,2020-03-15,14,0,0,0,0,0
48121,Denton,2020-03-15,1,0,0,0,0,0
48141,El Paso,2020-03-15,2,0,0,0,0,0
48157,Fort Bend,2020-03-15,9,0,0.428571428571429,0,0.0528000202752078,0
48167,Galveston,2020-03-15,1,0,0,0,0,0
48183,Gregg,2020-03-15,1,0,0,0,0,0
48201,Harris,2020-03-15,13,0,1,0,0.021216444866416,0
48209,Hays,2020-03-15,1,0,0,0,0,0
48339,Montgomery,2020-03-15,1,0,0,0,0,0
48423,Smith,2020-03-15,4,0,0,0,0,0
48439,Tarrant,2020-03-15,4,0,0,0,0,0
48453,Travis,2020-03-15,6,0,0,0,0,0
49011,Davis,2020-03-15,3,0,0.285714285714286,0,0.0803739962794877,0
49035,Salt Lake,2020-03-15,15,0,2,0,0.17234886512581,0
49043,Summit,2020-03-15,8,0,0,0,0,0
49049,Utah,2020-03-15,1,0,0,0,0,0
49053,Washington,2020-03-15,1,0,0,0,0,0
49057,Weber,2020-03-15,1,0,0,0,0,0
50003,Bennington,2020-03-15,2,0,0.142857142857143,0,0.402754843126989,0
50007,Chittenden,2020-03-15,2,0,0,0,0,0
50023,Washington,2020-03-15,1,0,0,0,0,0
50027,Windsor,2020-03-15,3,0,0,0,0,0
51013,Arlington,2020-03-15,8,0,0,0,0,0
51041,Chesterfield,2020-03-15,1,0,0,0,0,0
51059,Fairfax,2020-03-15,10,0,1.14285714285714,0,0.0995926164026052,0
51085,Hanover,2020-03-15,1,0,0,0,0,0
51095,James City,2020-03-15,9,1,0,0,0,0
51107,Loudoun,2020-03-15,5,0,0,0,0,0
51147,Prince Edward,2020-03-15,1,0,0,0,0,0
51153,Prince William,2020-03-15,3,0,0,0,0,0
51177,Spotsylvania,2020-03-15,1,0,0,0,0,0
51510,Alexandria city,2020-03-15,1,0,0,0,0,0
51660,Harrisonburg city,2020-03-15,1,0,0,0,0,0
51810,Virginia Beach city,2020-03-15,4,0,0,0,0,0
53007,Chelan,2020-03-15,1,1,0,0,0,0
53011,Clark,2020-03-15,3,0,0.285714285714286,0,0.0585191095615251,0
53013,Columbia,2020-03-15,1,0,0,0,0,0
53025,Grant,2020-03-15,1,0,0,0,0,0
53027,Grays Harbor,2020-03-15,1,0,0,0,0,0
53029,Island,2020-03-15,6,0,0,0,0,0
53031,Jefferson,2020-03-15,3,0,0.285714285714286,0,0.886733142094552,0
53033,King,2020-03-15,421,38,47.1428571428571,2.85714285714286,2.09265064896901,0.126827312058728
53035,Kitsap,2020-03-15,5,0,0.571428571428571,0,0.210491861595286,0
53037,Kittitas,2020-03-15,3,0,0.285714285714286,0,0.596045239833703,0
53039,Klickitat,2020-03-15,1,0,0,0,0,0
53041,Lewis,2020-03-15,1,0,0,0,0,0
53043,Lincoln,2020-03-15,1,0,0,0,0,0
53053,Pierce,2020-03-15,29,0,3.57142857142857,0,0.39464171268189,0
53057,Skagit,2020-03-15,4,0,0,0,0,0
53061,Snohomish,2020-03-15,175,3,19.8571428571429,0.428571428571429,2.41546691236078,0.05213237940347
53063,Spokane,2020-03-15,7,0,0.428571428571429,0,0.0819764858647945,0
53067,Thurston,2020-03-15,4,0,0,0,0,0
53071,Walla Walla,2020-03-15,1,0,0,0,0,0
53073,Whatcom,2020-03-15,3,0,0,0,0,0
53077,Yakima,2020-03-15,4,0,0,0,0,0
55025,Dane,2020-03-15,6,0,0.714285714285714,0,0.130655249139962,0
55039,Fond du Lac,2020-03-15,11,0,0,0,0,0
55079,Milwaukee,2020-03-15,7,0,0,0,0,0
55093,Pierce,2020-03-15,1,0,0,0,0,0
55101,Racine,2020-03-15,1,0,0,0,0,0
55117,Sheboygan,2020-03-15,3,0,0,0,0,0
55133,Waukesha,2020-03-15,3,0,0,0,0,0
55139,Winnebago,2020-03-15,1,0,0,0,0,0
56013,Fremont,2020-03-15,1,0,0,0,0,0
56033,Sheridan,2020-03-15,2,0,0,0,0,0
