fips,countyName,date,cases,deaths,cases7dayavg,deaths7dayavg,casesper100K,deathsper100K
26163,Wayne,2020-03-10,1,0,0,0,0,0
27003,Anoka,2020-03-10,1,0,0,0,0,0
27019,Carver,2020-03-10,1,0,0,0,0,0
27123,Ramsey,2020-03-10,1,0,0,0,0,0
29189,St. Louis,2020-03-10,1,0,0,0,0,0
31055,Douglas,2020-03-10,17,0,0.571428571428571,0,0.100017778160068,0
32003,Clark,2020-03-10,2,0,0,0,0,0
32031,Washoe,2020-03-10,2,0,0,0,0,0
33009,Grafton,2020-03-10,3,0,0.142857142857143,0,0.158931471927934,0
33015,Rockingham,2020-03-10,2,0,0,0,0,0
34003,Bergen,2020-03-10,7,1,0,0,0,0
34005,Burlington,2020-03-10,2,0,0,0,0,0
34007,Camden,2020-03-10,1,0,0,0,0,0
34017,Hudson,2020-03-10,1,0,0,0,0,0
34025,Monmouth,2020-03-10,2,0,0,0,0,0
34031,Passaic,2020-03-10,1,0,0,0,0,0
34039,Union,2020-03-10,1,0,0,0,0,0
36059,Nassau,2020-03-10,19,0,0,0,0,0
36087,Rockland,2020-03-10,6,0,0,0,0,0
36091,Saratoga,2020-03-10,2,0,0,0,0,0
36103,Suffolk,2020-03-10,1,0,0,0,0,0
36111,Ulster,2020-03-10,1,0,0,0,0,0
36119,Westchester,2020-03-10,107,0,0,0,0,0
37037,Chatham,2020-03-10,1,0,0,0,0,0
37183,Wake,2020-03-10,6,0,0.714285714285714,0,0.0642481355512304,0
39035,Cuyahoga,2020-03-10,3,0,0,0,0,0
40143,Tulsa,2020-03-10,2,0,0,0,0,0
41019,Douglas,2020-03-10,1,0,0,0,0,0
41029,Jackson,2020-03-10,2,0,0,0,0,0
41035,Klamath,2020-03-10,1,0,0,0,0,0
41047,Marion,2020-03-10,1,0,0,0,0,0
41051,Multnomah,2020-03-10,1,0,0,0,0,0
41067,Washington,2020-03-10,8,0,0.857142857142857,0,0.142479098316277,0
42045,Delaware,2020-03-10,1,0,0,0,0,0
42089,Monroe,2020-03-10,1,0,0,0,0,0
42091,Montgomery,2020-03-10,8,0,0,0,0,0
42101,Philadelphia,2020-03-10,1,0,0,0,0,0
42127,Wayne,2020-03-10,1,0,0,0,0,0
45019,Charleston,2020-03-10,1,0,0,0,0,0
45055,Kershaw,2020-03-10,7,0,0,0,0,0
45083,Spartanburg,2020-03-10,1,0,0,0,0,0
46005,Beadle,2020-03-10,1,0,0,0,0,0
46023,Charles Mix,2020-03-10,1,0,0,0,0,0
46035,Davison,2020-03-10,2,1,0,0,0,0
46099,Minnehaha,2020-03-10,1,0,0,0,0,0
47037,Davidson,2020-03-10,1,0,0,0,0,0
47157,Shelby,2020-03-10,1,0,0,0,0,0
47163,Sullivan,2020-03-10,1,0,0,0,0,0
47187,Williamson,2020-03-10,4,0,0,0,0,0
48029,Bexar,2020-03-10,11,0,0,0,0,0
48085,Collin,2020-03-10,3,0,0,0,0,0
48113,Dallas,2020-03-10,2,0,0,0,0,0
48157,Fort Bend,2020-03-10,6,0,0,0,0,0
48201,Harris,2020-03-10,7,0,0,0,0,0
48339,Montgomery,2020-03-10,1,0,0,0,0,0
48439,Tarrant,2020-03-10,1,0,0,0,0,0
49011,Davis,2020-03-10,1,0,0,0,0,0
49035,Salt Lake,2020-03-10,1,0,0,0,0,0
49053,Washington,2020-03-10,1,0,0,0,0,0
49057,Weber,2020-03-10,1,0,0,0,0,0
50003,Bennington,2020-03-10,1,0,0,0,0,0
51059,Fairfax,2020-03-10,4,0,0,0,0,0
51107,Loudoun,2020-03-10,2,0,0,0,0,0
51810,Virginia Beach city,2020-03-10,2,0,0,0,0,0
53007,Chelan,2020-03-10,1,1,0,0,0,0
53011,Clark,2020-03-10,1,0,0,0,0,0
53031,Jefferson,2020-03-10,1,0,0,0,0,0
53033,King,2020-03-10,191,23,24.1428571428571,1.85714285714286,1.07169078689625,0.0824377528381733
53035,Kitsap,2020-03-10,2,0,0,0,0,0
53037,Kittitas,2020-03-10,1,0,0,0,0,0
53053,Pierce,2020-03-10,14,0,0,0,0,0
53057,Skagit,2020-03-10,1,0,0,0,0,0
53061,Snohomish,2020-03-10,61,0,8,0,0.973137748864774,0
53063,Spokane,2020-03-10,4,0,0,0,0,0
53071,Walla Walla,2020-03-10,1,0,0,0,0,0
53073,Whatcom,2020-03-10,1,0,0,0,0,0
55025,Dane,2020-03-10,2,0,0.142857142857143,0,0.0261310498279924,0
55093,Pierce,2020-03-10,1,0,0,0,0,0
